ID;Text;Category;Date
843;سمعت صوت رصاص جنب البيوت وقلبي عم ينبض بسرعة، بس ما قدرت أتحرك.;هجرة;2017-06-13
844;طرت فوق الأوطان وشفت الحارات عم تصغر وبتضل تدور، وأنا ماشي بالظلام.;هجرة;2013-11-10
845;شفت البحر قدامي واسع، ورجلي عم تبلل بالرمل الدافي، بس الموج كان عالي.;هجرة;2015-02-24
846;مشى معي الوالد على الطريق الطويل، بس بعد شوي وقع وملقاهش جنبي.;هجرة;2012-01-23
847;وقفت على باب البيت القديم وبيدي بصت على النافذة، ما حدا رد علي.;هجرة;2013-05-02
848;حلمت إني بحمل شنطة صغيرة وأغادر بيتي، بس قلبي كان بيتقطع وأنا أمشي.;هجرة;2017-11-02
849;رحت السوق القديم وشفت الوجوه الغريبة بدل أهل المدينة، حسيت بحزن كبير.;هجرة;2016-09-17
850;شافوني قاعدين على الصخر، وبعيد عن الدكان والناس، وحكولي لا ترجعوا.;هجرة;2017-11-25
851;سمعت صوت أمي بتنادي اسمي، بس لما ناديتها ما جا جواب.;هجرة;2015-05-02
852;شفت الدروب اللي كنت ألعب فيها صغيرة كلها مغطية بالغبار، وما في لعب.;هجرة;2012-01-30
853;مشيت بين الناس الغريبة واللغة ما كانت مفهومة، وحسيت بالوحدة والبرد.;هجرة;2012-03-04
854;شفت عيالي عم يلعبوا بساحة جديدة، والنور كان عم يلمع عيونهن.;هجرة;2012-05-20
855;رجعت على البيت، بس كل شي كان مختلف، والصوت الوحيد كان صدى خطواتي.;هجرة;2014-09-29
856;شفت الطيارة من فوق وأنا بحاول ألمس السما، بس الريح كانت قوية.;هجرة;2016-03-21
857;وقفت عند النبع اللي كنا نشرب منه، بس المي ما كانت مثل أيام زمان.;هجرة;2015-07-24
858;حلمت إني برجع للبيت بعد غربة طويلة، والقلب مليان بالفرح والدموع.;هجرة;2017-11-09
859;شفت حالي عم أمشي بين الركام والدوام عطلان وما في غير صوت الطيارات;هجرة;2013-10-18
860;حلمت إني عم بحزم شنطتي وبودع جيراني بدمعة ما عم تفارق عيوني;هجرة;2014-11-27
861;كنت عم دور على ورقة سفر بين أشياء متلخبطة بغرفة مظلمة وما بلاقيها;هجرة;2013-12-06
862;شفت البحر قدامي كبير وما في مرفأ بس كانت عيوني عم تبكي من الخوف;هجرة;2014-08-16
863;حلمت إني بركب باخرة مع ناس غريبين والوجوه كلها تعبانة من السفر;هجرة;2012-10-06
864;كنت أمشي على طريق طويل وما في حد حوالي، بس صوت أمي بيناديني من بعيد;هجرة;2012-03-19
865;حلمت إنو شقيقي المسافر رجع لحضني بس فاقيت لقيته بعالم ثاني;هجرة;2014-05-12
866;شفتني عم بحمل شنطتي وعيلتي صامتة، والشارع مملوء بالأنقاض والألم;هجرة;2013-11-13
867;كنت عم أوصل عالحدود ومش قادر أتنفس من زحمة الناس والرصاص حوالي;هجرة;2013-04-23
868;حلمت إني عم أجري مع ولادي بحديقة صغيرة، بس فجأة الطيارات دغت السما;هجرة;2014-01-03
869;كنت على شاطئ البحر والمي بردة، بس قلب عمي مش قادر يبرد من الحزن;هجرة;2013-02-23
870;حلمت إنو بابنا القديم مكسور، بس جيراني عم يساعدوني نبنيه من جديد;هجرة;2013-05-03
871;شفتني عم أسأل الناس عن طريق لمستقبل أحسن، بس ما حدا بيعرف الطريق;هجرة;2012-04-12
872;كنت بحاول أودع مدينتي، بس كل شارع بحكي قصة ما بدي أتركها;هجرة;2013-03-27
873;حلمت إني عم احكي مع أمي عن أيام قبل الحرب، ودموعها بتنزل عالوساد;هجرة;2016-03-02
874;شفتني بوسط سوق خاوي، والناس رحلوا وكل شي صار ذكرى قديمة;هجرة;2013-01-02
875;كنت عم ألمس صور ولادي اللي تركتهم ورا، وقلبي عم ينجرح من البُعد;هجرة;2017-03-25
876;حلمت إنو في بلدي السلام رجع وكل الناس عم تغني فرحانين بالشارع;هجرة;2017-08-30
877;شفتني عم أخيط جرح على قلبي بحلم أرجع لعيلتي وأرضي الحلوة;هجرة;2012-05-01
878;لقيت حالي عم بحزم شنطتي تحت ضوء خافت قبل ما أطلع على الباص للسفر لبرا.;هجرة;2014-06-17
879;شفت حالي عم أمشي بين ناس ما بعرفهم وكل واحد حامل وجعه معه.;هجرة;2016-09-23
880;حلمت إني عم قعد عالطريق لحد ما الباص وصل وجايبني لعالم جديد.;هجرة;2016-05-09
881;لقيت حال العيلة كلها عم تودعني والعيون مليانة دموع.;هجرة;2015-08-30
882;شفت نفسي عم حمّل الشنطة وأنا عم أسمع دوي الانفجارات قريب.;هجرة;2012-06-07
883;كنت عم أغادر البيت ببطء وما في شي بيوقفني، بس قلبي عم ينبض من الخوف.;هجرة;2015-10-26
884;حلمت البحر كبير وما الون نهايته، وأنا عم حاول أوصل للبر مع أولادي.;هجرة;2012-08-12
885;لقيت نفسي عم أسبح ضد موج قوي وما في حدا يساعدني.;هجرة;2015-07-15
886;شفت الطريق طويل والجو ضباب، وكل خطوة بتمر فيها بخاف من المجهول.;هجرة;2012-09-14
887;كنت واقف عالحدود وأنظر ورا لبلد ما عاد فيه سلام.;هجرة;2017-11-09
888;حلمت إني عم أحكي مع أمي عالتلفون والدموع ما عم توقفني.;هجرة;2014-05-18
889;لقيت نفسي عم أمشي بالليل والبرد يقص أعصابي، بس لازم أكمل.;هجرة;2017-08-13
890;شفت قافلة من الناس عم تمشي بلا كلام، بس عيونهم تحكي عن وجع ما بينوصف.;هجرة;2012-11-29
891;كنت حامل جواز السفر بيدي وأحاول أفتحه بس الأوراق بلشت تهرب مني.;هجرة;2016-10-02
892;حلمت إني عم أجرّب أفتش بيتنا بعد ما تركناه من زمان وما لقيت شي.;هجرة;2017-08-19
893;لقيت نفسي بحلم البحر هادي، بس صحيت لقيت نفسي لسا عالبرد بالهرب.;هجرة;2013-10-05
894;شفت وجوه أولادي عم تبكي بس ما بيفهموا ليش لازم نغادر.;هجرة;2014-06-13
895;كنت عم ألبس كرافتي ومشيت عالطريق وخطي ما بتوقف رغم التعب.;هجرة;2014-01-13
896;حلمت إنو بيوتنا القديمة صارت رماد، وأنا واقف وسط الدمار بيدور على الأمل.;هجرة;2012-12-01
897;شميت صوت دق الباب القديم يلي ما حدا عم يطرق عليه من زمان.;حنين;2020-10-15
898;رجعت أمشي بحارات بحكيها زمان، والناس بتحكي عن أيام خلتها بقلوبها.;حنين;2019-11-23
899;حلمت إني جالس جنب عين مي بحكي مع صحابي عن زمان والدنيا كانت بخير.;حنين;2018-02-13
900;لما فتحت عيوني لقيت رائحة قهوة أمي عم تفوح من المطبخ القديم.;حنين;2020-11-11
901;رأيت حالي عم بكتب رسالة سلام لأهلي، بس الورقة كانت مش معاي.;حنين;2017-06-14
902;حلمت إنو عم تلعب عيلتي بالدوار الصغيرة وفجأة صار الدكان مفتوح.;حنين;2021-07-12
903;رجعت أسمع ضحك الأطفال من الشارع اللي كنا نلعب فيه لما كنا صغار.;حنين;2019-04-22
904;شفت نور الشمس عم يدخل من شباك الغرفة يلي كنت أنام فيها بحصن قديم.;حنين;2019-02-14
905;جت لعندي صورة من أيام المدرسة، والكل ضحك وبسمة ما فارقت وجوههم.;حنين;2019-08-09
906;شميت ريحة المطر عم تنزل على الأرض المبلولة بالتراب القديم.;حنين;2019-09-10
907;حلمت إني قاعدة مع أمي بالجنينة، وبنزرع وردة بتفتح قدام عيوني.;حنين;2016-03-19
908;رجعت أسمع صوت العصافير بنغنّي فجر جديد بعيد عن همومنا.;حنين;2019-09-09
909;حلمت إنو باب الدكان يلي كان قافل صار مفتوح، والناس رجعت إلها.;حنين;2020-08-01
910;شفت صورة أبي بطل العيلة عم يبتسم من بعيد، وحضن دافي بيطلع من وسط الضباب.;حنين;2021-11-20
911;رأيت أمي عم تعجن الخبز، والبيت كله معطر بريحة الطحين والحناء.;حنين;2016-10-22
912;جلست مع أصحابي بالساحة، وضحكنا على قصص زمان قبل ما تغيب الشمس.;حنين;2017-12-18
913;حلمت إنو رجعت عالبيت بعد سفر طويل، وكل شي بهالديرة صار أحلى.;حنين;2017-12-27
914;شميت رائحة الياسمين يلي زرعتها أمي وابتدى الليل يهمس بأغاني الطفولة.;حنين;2017-04-24
915;رجعت أمشي بشوارع الحارة القديمة، والقلوب مليانة شوق للقاء قريب.;حنين;2020-08-24
916;رأيت نبع المي جنب بيتنا القديم، وبعدين روحي رجعت عشارعنا المليان ريحة الخبز والدخان.;حنين;2017-11-17
917;حلمت إني قاعد عالسطح مع رفقاتي، وكلنا عم نحكي عن أيام المدرسة قبل الحرب.;حنين;2021-04-01
918;شفت حالي بمزرعة عمي بالريف، والشمس دافية وطيور الغروب عم تغني.;حنين;2018-03-26
919;كنت ماشي ساحة المياسي، والناس بتضحك وبتتبَّاع الخبز عالكرم.;حنين;2019-10-27
920;رأيت بيت الجدي قدامي، وريحة القهوة المرة عادت تسكرني.;حنين;2021-11-29
921;حلمت إنو رجعت عالمدينة، والناس بتشتري الخضار من السوق بحالة سلام.;حنين;2017-05-28
922;شفت أمي عم تغسل جدران البيت القديم، وبايدها الطيبة مع كل لمسة.;حنين;2018-08-18
923;كنت قاعد عالمدرسة، وأصحابي عم يشاركوني أقلام الرصاص والدفاتر الجديدة.;حنين;2016-08-30
924;شفت شارعنا القديم كله أضواء، والضحك عم يسمع من كل زقاق.;حنين;2017-09-23
925;رأيت سقف غرفتي مغطى بغيمات الربيع، وريحة الياسمين تغمّق بالهوى.;حنين;2018-08-30
926;كنت فالقهوة مع أبويا، ويدي بيديه عم نغني أغاني زمان بالأمل.;حنين;2016-03-24
927;شفت صورة بيتنا المهدوم، وبعدين تحولت لحديقة كلها ورود وأطفال عم يلعبوا.;حنين;2016-08-25
928;حلمت إني أمشي بين الناس فرحان، والكل عم يسلم علي ويخبرني عن أخباري.;حنين;2019-02-10
929;كنت بمكتب البريد، وبوصلني جواب من أخي عالدولة البعيدة، كله سلام ومحبة.;حنين;2020-08-07
930;شفت بستان العنب يلي ورثناه من جدي، والعصافير عم ترجع تزقزق من تاني.;حنين;2018-05-18
931;رأيت أولاد الحارة عم يلعبوا فوق السطوح، والسماء صافية والضحك عم يعلى.;حنين;2017-01-07
932;كنت عالرصيف، والبنات والأولاد عم يبيعوا الحلوى ويضحكوا ببساطة.;حنين;2017-05-25
933;شفت أمي تطبخ الشوربة بحنان، والريحة بتشبه دفء أيام زمان.;حنين;2020-01-11
934;رأيت القمر عم ينور شوارعنا القديمة، ونسمة الليل بتغني مع أغاني الطفولة.;حنين;2021-11-14
935;شفت أهلي جمبي عالمدخل، بس لما قربت صحيّت ولقيت الدار فاضية.;حنين;2019-08-09
936;كنت ماشي بالزقاق القديم والحي كان مليان ناس ناطرين، بس صوت السيارات رجعني للواقع.;حنين;2016-05-12
937;حلمت رحت عالمدرسة القديمة، وقلبت صفحتين من كتاب الرياضيات، بس الحبر صار دموع.;حنين;2017-06-15
938;سمعت نهار العيد بأصوات الضحك، بس لما فتحت عيوني كان الصمت أعلى من صوتي.;حنين;2018-11-19
939;حلمت إني عم غمّس خبز بمي سخنة عالصبح، بس لما صحيت كانت المي باردة والخبز خالي.;حنين;2021-01-24
940;كنت بلم ريشة طيوري القديمة عالجدار، بس الطيور راحت من زمان وما رجعت.;حنين;2017-02-08
941;رأيت جدران البيت القديم ناطرت بحضني، بس لما فتحت عيوني كانت الجدران وحدها.;حنين;2016-08-12
942;شفت بيتنا القديم مفتوح على مصراعيه، بس ما في غير صوت الريح جواته.;حنين;2016-09-16
943;كنت أمشي عالبازار القديم والريحة كانت ريحة الليمون والزعتر، بس الصحوة رجعتني للغربة.;حنين;2018-05-15
944;حلمت بقلعة حمص مضوية عالليل، بس النور كان بعيد وما وصلني.;حنين;2017-07-20
945;شفت أمي عم تجهز الكبة عالجمر، بس لما صحيت كان الطقس بارد والفراغ ملاني.;حنين;2016-04-14
946;كنت عالشارع القديم بلا صوت القصف، بس الريح خبّرتني إنو الحلم ما إلو زمان.;حنين;2021-11-29
947;رأيت أصدقاء الطفولة يلعبوا بالزهر، بس لما نظرت صاروا أشباح.;حنين;2021-02-06
948;شفت نبع المي الصافية عم تنبع من تحت الأرض، بس الصحوة خلت المي مَسخة.;حنين;2017-06-08
949;كنت عم اسمع صوت الناي عالباب، بس لما فتحت ما لقيت إلا الظل.;حنين;2018-03-05
950;حلمت إني رحت على سوق الجمعة والكرم عالشارع، بس الناس كانت غايبة والعرس ما صار.;حنين;2016-11-08
951;شفت السماء لونها أزرق صافٍ، بس لما فتحت عيوني كانت السحب سودا.;حنين;2021-02-10
952;كنت أمشي بالحديقة يلي كنا نلعب فيها، بس كل شي حواليني تغير وما فهمت شي.;حنين;2016-04-19
953;رأيت عمتي عم بتعانقني، بس لما صحيت كانت اليد فاضية.;حنين;2016-09-23
954;شميت ريحة الملوخية عم تطبخها أمي بالصيف، بس لما فتحت عيوني ما لقيت غير صمت البيت القديم.;حنين;2020-09-25
955;كنا قاعدين نحكي قصص الطفولة على رصيف الحارة، وفجأة رجعت لحالي لوحدي عالبحر.;حنين;2018-08-18
956;رجعت عالبيت بعد غربة طويلة، لقيت كل شي متغير، بس صوت أختي عم تنادي علىّ بالشارع لسا بقلبّي.;حنين;2018-06-29
957;شفت قطفة الزيتون عم تلمع بالشمس، بس لما فتحت عيوني ما لقيت غير شجرة بلا حدا حواليها.;حنين;2021-11-27
958;كنت عم أمشي بالسوق القديم بطرطوس، وشفت الوجوه اللي كنت أعرفها بس ما حد رحب فيي.;حنين;2019-06-07
959;رحت عالشارع العباسي شفت الأولاد يلعبوا كرمشة، وبعدها صحيت لقيت الشرر بس بالذاكرة.;حنين;2018-09-29
960;حلمت إني جالس عالبلكون بتطل عالبحر وشمس الغروب بتغطي المدينة، بس حسيت بفراغ كبير.;حنين;2019-09-23
961;سمعت صوت أمي وهي بتنادي عالاسم تبعي من بعيد، بس لما رديت ما حدا حاضر.;حنين;2019-04-04
962;شفت قهوة الحارة مليانة وجوه وأحاديث، بس لما فتحت عيوني كان الكرسي فاضي وما حدا حولي.;حنين;2021-10-31
963;كنت عم بتمشى بين بيوتنا القديمة، وكل بيت حامل حكاية بس الحكي صار صمت.;حنين;2021-11-10
964;رحت عالمدرسة القديمة، لقيت طاولتي فاضية، وكل صحابي مشتوا بعيد.;حنين;2021-12-30
965;بالبحر حلمت أطفش ريحة ملح البحر وريحة خبز التنور مع بعض، بس لما صحيت كان التعب أكتر.;حنين;2018-09-18
966;شفت قطة الحارة عم تدور عالبيت، وأنا عارف إنه ما عاد في بيت كمان.;حنين;2017-07-07
967;كنت عم أسمع صوت نافخ القناديل من بعيد، ورجعت لأول مرة بحس الأمان.;حنين;2021-07-20
968;شفت عيوني عم تدمع بحفلة العيد القديمة، لما كنا كلنا مع بعض بنضحك وننسى الهم.;حنين;2017-09-01
969;سرت عالطريقي القديم لشقة جدتي، وكل زاوية بتحكي قصة من أيام أحلى.;حنين;2019-11-10
970;سمعت صوت الناس بيغنوا تحت المطر، كيف كنا منسى وجعنا للحظة.;حنين;2021-06-27
971;شفت شجرة التين المظللة بالفناء القديم، ورجعت ذكريات طفولة ما بتنعاد.;حنين;2017-11-23
972;كنت عم أدور عالطفل اللي كنت عليه، لاقيته عم يلعب عالبحر، بس بعيوني كان غريب.;حنين;2020-02-16
973;شميت ريحة قهوة أمي من الصبح، بس لما فتحت عيوني ما كان حدا جنبي.;حنين;2019-12-16
974;رجعت أمشي عالطريق للمدرسة، بس البيوت اللي كانت قدامي هلق معمرة بالذكريات أكتر من الناس.;حنين;2019-03-17
975;حضنتني أمي وحكيتلي قصص زمان، وبعدين صحيت لقيت حالي لوحدي بالغرفة.;حنين;2018-09-03
976;دخلت ع البيت القديم وسمعت صوت خالي عم ينادي، بس الطابق الفاضي كان ساكن بغيابي.;حنين;2019-11-09
977;شفت الجيران قاعدين على الباب، عم يحكوا عن أيام قبل الحرب، وكنت مشتاق لسوالفهم كتير.;حنين;2016-04-02
978;رأيت الغيمة اللي بتظلل بيتنا العم بحبها، ضاعت بس ظل الحلم فيها بحنيني.;حنين;2017-11-28
979;رجعت على السوق القديم، شفت البائعين وصوت الأطفال يعبي المكان، بس لما فتحت عيوني صار المكان فاضي.;حنين;2019-06-13
980;حلمت برائحة الزيتون والقش اللي كانت تملأ الحقل قدام البيت، بس الأرض صارت بلا زرع.;حنين;2017-04-05
981;جلست ع البلكونة قدام البيت القديم، وشفت الغروب يلي كان معلم لكل يوم، بس الضلمة غطت كل شي.;حنين;2018-08-05
982;سمعت صوت أمي بتنادي اسمي من الشارع، بس النبض عالوردة اللي تركتها على الطاولة كان الوحيد.;حنين;2019-02-22
983;تذكرت صوت الغناء بحفلات العيد والضحك، ولقيت قلبي عم يحن لأيام راحت بلا رجعة.;حنين;2020-11-24
984;أصحى على صوت المطر يلي كان يغسل الشوارع، بس البيت كان فاضي من الأصوات والأحباب.;حنين;2021-05-31
985;شفت صديقي القديم عم يمشي معي ع الطوب الأحمر، بس الطريق صار مليان ركام.;حنين;2021-07-31
986;رحت على المدرسة، ولقيت باب الصف مزروع بالأشواك، وكل كلمة حلوة صارت صعبة توصل.;حنين;2019-11-09
987;كنت أمشي عالطريق يلي كنا نلعب فيها، بس الحجارة صارت ثقيلة والسماء بعيدة.;حنين;2021-03-22
988;شفت حالي عم أطبخ مع أمي، بس المعالق كانت بلا صوت والأكل ساكن.;حنين;2016-05-23
989;رجعت على النبع يلي كنا نغسل فيه، وما لقيته غير أثر مويه بين الصخور.;حنين;2018-05-12
990;حلمت إنو رائحة الخبز بتطلع من الفرن، بس الطابونة كانت فاضية والبيت ساكت.;حنين;2021-07-23
991;رأيت ولادي يلعبوا بالساحة، لكن الدمى كانت بدون وجوه، والضحكات صارت ذاكريات.;حنين;2016-08-03
992;شميت صوت المي بعين البيت، ورجعت الذكريات مع كل قطرة بتنزل بالوديان.;حنين;2020-06-06
993;شفت نفسي عم أمشي بين أشجار الزيتون القديمة، وريحت التراب الطازة معطرة الهوا.;حنين;2020-08-03
994;حلمت إنو لمتنا عالطاولة الكبيرة، وكلنا عم نضحك رغم التعب.;حنين;2020-10-21
995;شفت الربع قاعدين عالنارة، والدلع بتعطي قهوة، والليل هادي بلا هم.;حنين;2021-11-04
996;عطست ريحة خبيز أمي طالع من الفرن، ورجعت أتذكر طعم الأيام الحلوة.;حنين;2021-11-13
997;كان عالشارع حبات المطر عم بتتساقط، وصوت الضحك عم يعيدني للماضي.;حنين;2017-08-19
998;رأيت نفسي عم أمسك إيدي بيدي أختي الصغيرة، ونتمشى عالطرقات القديمة.;حنين;2020-11-09
999;شفت صورة باب البيت، والناس عم يطلوا من الشباك يحيوني بأمل صافي.;حنين;2021-05-15
1000;حلمت طيف جدي جليسنا بالحوش، يحكيلنا قصص زمان وابتسامته ما غابت.;حنين;2020-04-09
1001;حسيت بنسمة هوا دافئة بليل الشتوية، ورجعت لدفا حضن أمي.;حنين;2020-03-21
1002;شافني عم أقطع الحقول، ورايا صوت الحصان يناديني للرجوع.;حنين;2018-01-19
1003;رأيت عيون أهلي مليانة بالدموع، لكن بنظراتها حب ما بينتهي.;حنين;2017-10-12
1004;كنت بوسط السوق القديم، وصفا الحارات تفتح لي طريق للفرح البعيد.;حنين;2019-03-20
1005;شميت ريحة العود والدخان، وكنت عايش بعيد عن الحصار والألم.;حنين;2017-03-28
1006;شفت صوت أزقة درعا، وكل حجر فيها يحكي عن صمودنا وحنينا.;حنين;2016-03-13
1007;كنت عم أطالع البحر من بعيد، والأمواج بتحمل لي أخبار الأهل.;حنين;2018-04-14
1008;شفت وجهي بعين المراية، تعبان بس مليان بالأمل والذكريات.;حنين;2020-02-28
1009;رأيت اللمة الكبيرة عالبيت، والضحك يملأ الصالون رغم الزمن الصعب.;حنين;2016-10-28
1010;حسيت بصوت المطر يضرب على الشبابيك، وقلبي عم يرجع لذكريات الطفولة.;حنين;2016-01-23
1011;شفتني عم إتفرج عالبيت القديم يلي كنا نلم فيه، بس عم يمسكوني عالشارع وما بخلوني أدخله.;حنين;2019-01-14
1012;حلمت إني جالس عالدكة جنب نهر العاصي، والطيور عم تغني والهوى بارد، بس ما في حدا معي.;حنين;2018-12-11
1013;رجعت عالضيعة وشفت الحارات القديمة كلها محروقة، بس ريحة الخبز عم تفوح من المخبز.;حنين;2016-06-30
1014;كنت أمشي بشوارع حمص القديمة والناس قالتلي تعالى، بس لما دقيت عالبيت ما حدا فتح.;حنين;2021-02-15
1015;حلمت إني عم إطلع فوق جبل قاسيون، والمدينة تحت عيوني، والدمع بينزل بدون صوت.;حنين;2019-02-11
1016;سمعت صوت أمي بتناديلي من بعيد، بس الطريق كان ضباب وما قدرت أسمعها منيح.;حنين;2018-07-28
1017;كنت أمشي مع رفاق الطفولة بالحارة، والضحكات عمرها ما كانت بتغيب، بس فجأة صاروا كلهم أشباح.;حنين;2016-01-01
1018;رجعت للمدرسة، وقفت عالباب، بس الصف فاضي، والكرسي تبعتي محطوط على الأرض.;حنين;2021-01-04
1019;شفت حالي عم أحكي مع بابا، بس هو ما بيرد، وكأنه راح من زمان.;حنين;2019-01-22
1020;وقفت عباب الحارة القديمة، وشفت الطفلة اللي كنتها بتلعب بالتراب، بس ما قدرت ألمسها.;حنين;2016-06-27
1021;كنت عم إفتح صندوق لعبتي القديمة، والدمع ما صار يوقف، كل شي صار يبعد عني.;حنين;2019-10-02
1022;شميت ريحة الزعتر والنعنع يلي كانت بتخلي أمي تحضر أكلنا، بس البيت كان فاضي وساكت.;حنين;2017-12-06
1023;حلمت إني عم أمشي بطريق الزهراء، والبيوت يلي ما خلصت من ترميمها، بسيطر الصمت هناك.;حنين;2017-06-22
1024;رجعت عالسوق القديم، شفنا أصحابنا البعيدين، بس لما حاولت أحكي معهم اختفوا.;حنين;2019-05-16
1025;كنت عم أمشي عالطرقات الضيقة، والناس كلهم حاملين حقائب وعم يودعوني بصمت.;حنين;2017-06-25
1026;شفت قريتنا من بعيد، والحقول كلها خضراء، بس ما في حدا يزرع فيها.;حنين;2017-07-27
1027;كنت عم أغني بأغنية زمان، بس صوتي كان ضعيف والناس ما عم تسمعني.;حنين;2018-03-28
1028;شفتني عم إجلس مع أختي الصغيرة على كرسي الهزاز، وبنضحك، بس فجأة الكرسي صار لوح خشب قديم.;حنين;2018-04-18
1029;رجعت للبيت القديمة، والباب كان مفتوح، وحسيت بريح دفى بتطبطب على وجهي.;حنين;2017-02-14
1030;شفت حالي جالس ع الطاولة مع صحابي بالمدرسة القديمة، وبنضحك وكأن الوقت ما مرّ.;حنين;2017-02-21
1031;كنت عم أمشي على شوارع المدينة، وكل باب بذكرني بحكاية من أيام زمان.;حنين;2021-02-05
1032;حلمت إني عم أزور بيتنا القديم، ولقيت الباب مفتوح والريحة مألوفة.;حنين;2019-09-20
1033;شفت أمي عم تعجن العجين والريحة طالعة من المطبخ، بس حالي كان وحيد بالبيت.;حنين;2018-08-30
1034;كنت عم أتمشى ع الدرب ليلًا، والضوء الخافت لمّا يلمس وجهي بيخليني أتذكر أيام الطفولة.;حنين;2016-09-05
1035;رأيت قهوة الحي القديمة، والناس قاعدين يحكوا قصص من زمان، رغم إنه المكان صار مهجور.;حنين;2020-12-05
1036;حلمت بأول يوم رجعت عرويتي القديمة، وكل حجر فيها بيحكي لي حكاية.;حنين;2017-09-17
1037;شفت الأمطار تنزل على الأرض الموحشة، ولقيت نفسي عم أجمع ورد من تحت المطر.;حنين;2020-12-19
1038;كنت عم أفتش ع صورة قديمة بين ركام البيت، لقيتها وشعرت بقلبي عم ينبض دفى.;حنين;2021-05-20
1039;رأيت عيوني عم تدمع لما شفت صورة أخي الصغير يلعب بالشارع، رغم انه صار بعيد.;حنين;2021-09-11
1040;حلمت أني عالدكّة مع جيراني، وكلنا عم نغني ونضحك مع بعض.;حنين;2021-03-18
1041;شفت صوت أمي وهي تنادي اسمي، ورغم الصمت حواليا، كانت كلماتها واضحة.;حنين;2016-06-10
1042;كنت عم أزور مقهى الحي القديم، والناس عم يحتسون شاي القرفة، والجو دافي بلون البرتقال.;حنين;2018-01-28
1043;رأيت نبع المي جنب بيتنا القديم عم يجري، وحسيت بانتعاش ما صار يحس فيه قلبي من زمان.;حنين;2020-08-29
1044;حلمت بأختي الصغيرة تعيد تقريبا لما كنا نلعب سوا بالزقاق الضيق، والضحك مالي الدنيا.;حنين;2017-03-05
1045;شفت شجرة التين القديمة، والثمار ملانة حلاوة وذكريات بعيوننا.;حنين;2020-11-07
1046;كنت عم حامل بيدي صندوق صغير مليان صور ورسائل من الماضي.;حنين;2017-05-31
1047;رأيت صوت المطر يقرص على السقف، وأنا جالس جنب النافذة بحضن رفيقي القديم.;حنين;2017-02-10
1048;شفت عيوني على بيوتنا القديمة، وكل جدار بيحكي قصة حنين عذبة.;حنين;2021-05-09
1049;شفت الشارع مليان شباب عم يزرعوا شجر بلاط جديد، والكل عم يساعد بعض;أمل;2020-04-04
1050;كنت ماشي عالجامع القديم ولقيت الناس ضاحكين وعم يسلموا ع بعض;أمل;2020-06-14
1051;حلمت إنو المحل يلي كنت بأساعد فيه صار مركز تعلّم للأطفال;أمل;2023-02-15
1052;شفت حالي عم بشتغل بحديقة عامة، والورد عم يفتح حواليي;أمل;2025-01-09
1053;كان في ساحة البلدية مهرجان للأغاني والرقص، والجو كله فرح;أمل;2021-05-01
1054;رأيت شارعنا نظيف وكل الجيران عم يتجمعوا يشربوا شاي بعد الظهر;أمل;2021-04-07
1055;حلمت إني قريت كتاب تعليمة ببناية مدرستي يلي ترمموا من جديد;أمل;2025-09-14
1056;كانت حفلة بسيطة بالعزيمة، كل الأهل والأصحاب موجودين وضحكنا;أمل;2023-07-21
1057;شفت حفيدي عم يلعب كرة بالشارع، والسما صافية بلا دخان;أمل;2025-06-18
1058;كنت أمشي مع أمي بإحدى الحدائق وزهر الليمون معطر الجو;أمل;2019-04-20
1059;رأيت السوق مليان خضار طازجة وأسعار معقولة، والناس عم تتبادل التحايا;أمل;2024-11-25
1060;شفت ولدي الأكبر عم يدرس الطب والابتسامة ما بتفارق وجهه;أمل;2022-10-10
1061;كنت عم اطّلع على قمة جبل شامي، والمدينة كلها باينة من فوق;أمل;2019-07-18
1062;رأيت أطفال الصف يلعبوا بقلم وأوراق، والمدرسة رجعت تعج بالحياة;أمل;2025-09-24
1063;شفت سيارة إسعاف جديدة عم توصل أولاد المرضى للمشفى بسرعة;أمل;2019-08-13
1064;كنت عم بشتغل برقّي زهور الحديقة العامة وكل الناس عم تمرق تسلم علي;أمل;2020-08-04
1065;رأيت نساء الحي عم يتعلمن الخياطة مع بعض وعم يخططن لافتتاح محل;أمل;2022-06-18
1066;شفت قهوة الحي تعج بأصحاب الطاولة والشباب عم يحكوا عن مستقبل أفضل;أمل;2021-05-06
1067;كنت عم أمشي بالليل والشوارع مضوية، والناس عم تتسامر برا بعيون مليانة أمل;أمل;2019-10-06
1068;شفت الشارع مليان شباب عم يزرعوا ورود وينظفوا الجدران المكسورة.;أمل;2025-01-16
1069;كنت أمشي بحي مهجور ولاقيت محل صغير عم يبيع حليب وأجبان بلدي.;أمل;2023-04-14
1070;رأيت أولادي عم يدرسوا بمدرسة جديدة فيها كتب وحواسيب.;أمل;2021-01-16
1071;كنت عم بحكي مع جارتي القديمة، وقعدنا نحكي عن الأيام الحلوة والجديدة.;أمل;2025-09-02
1072;شفت الحارة أنضفت وصار فيها ألعاب للأطفال وأشجار خضراء.;أمل;2019-08-30
1073;رأيت السوق القديم رجع يشتغل، والناس بتضحك وبتشتري.;أمل;2019-12-26
1074;كنت عم أمشي عالشارع والناس عم تعزف أغاني فرح بالحارة.;أمل;2024-03-25
1075;شفت الناس عم تحتفل بالعيد مع بعض، وما في خوف ولا غربة.;أمل;2023-07-29
